"v_family","mut_freq","proportion"
"IGHVF1",0,0.00969344662893486
"IGHVF1",0.0909090909090909,0.00301523799791002
"IGHVF1",0.0714285714285714,0.0029075330353663
"IGHVF1",0.0666666666666667,0.00277828708031384
"IGHVF1",0.0833333333333333,0.0027612546676325
"IGHVF1",0.0769230769230769,0.00267709451085416
"IGHVF1",0.1,0.00258441814773514
"IGHVF1",0.111111111111111,0.00224276798748017
"IGHVF1",0.0625,0.00212003442551175
"IGHVF1",0.0588235294117647,0.00201633708948128
"IGHVF1",0.0709219858156028,0.00193518265258787
"IGHVF1",0.0780141843971631,0.00188709113442882
"IGHVF1",0.0602836879432624,0.00186104156209266
"IGHVF1",0.0742049469964664,0.00184601296266796
"IGHVF1",0.0526315789473684,0.00183298817649988
"IGHVF1",0.05,0.00180042621107968
"IGHVF1",0.0736842105263158,0.00179742049119474
"IGHVF1",0.0777385159010601,0.00179241095805318
"IGHVF1",0.0638297872340425,0.00177838426525678
"IGHVF1",0.0701754385964912,0.00175133278629231
"IGHVF1",0.0673758865248227,0.00174632325315075
"IGHVF1",0.0771929824561404,0.00174031181338086
"IGHVF1",0.0807017543859649,0.00173630418686761
"IGHVF1",0.074468085106383,0.00172177654075706
"IGHVF1",0.0704225352112676,0.00171175747447392
"IGHVF1",0.0815602836879433,0.00170925270790314
"IGHVF1",0.0555555555555556,0.00167468692922632
"IGHVF1",0.0785714285714286,0.00167067930271306
"IGHVF1",0.0818505338078292,0.00167017834939891
"IGHVF1",0.0678571428571429,0.00166266404968655
"IGHVF1",0.0747330960854092,0.00165815546985914
"IGHVF1",0.0640569395017794,0.00165665260991667
"IGHVF1",0.0571428571428571,0.00165615165660251
"IGHVF1",0.0669014084507042,0.00164613259031938
"IGHVF1",0.0782918149466192,0.00164563163700522
"IGHVF1",0.0711743772241993,0.00164362782374859
"IGHVF1",0.0706713780918728,0.00163911924392118
"IGHVF1",0.0563380281690141,0.00163561257072208
"IGHVF1",0.0633802816901408,0.00163511161740793
"IGHVF1",0.0716845878136201,0.00163360875746546
"IGHVF1",0.0645161290322581,0.00163160494420883
"IGHVF1",0.0671378091872792,0.00163010208426636
"IGHVF1",0.0812720848056537,0.00162659541106726
"IGHVF1",0.0611510791366906,0.00161707729809828
"IGHVF1",0.0851063829787234,0.00161557443815581
"IGHVF1",0.0567375886524823,0.0016145725315275
"IGHVF1",0.0845070422535211,0.00161407157821334
"IGHVF1",0.0774647887323944,0.00161357062489918
"IGHVF1",0.0596491228070175,0.00161206776495671
"IGHVF1",0.088339222614841,0.00160355155861605
"IGHVF1",0.125,0.00160004488541695
"IGHVF1",0.0647482014388489,0.00159202963239044
"IGHVF1",0.0842105263157895,0.00159102772576213
"IGHVF1",0.0848056537102474,0.00158802200587718
"IGHVF1",0.0535714285714286,0.00158501628599224
"IGHVF1",0.075,0.0015820105661073
"IGHVF1",0.0857142857142857,0.00157800293959405
"IGHVF1",0.0854092526690391,0.00157149054651001
"IGHVF1",0.0869565217391304,0.00156998768656754
"IGHVF1",0.0598591549295775,0.00156748291999675
"IGHVF1",0.0892857142857143,0.00156497815342597
"IGHVF1",0.0752688172043011,0.0015634752934835
"IGHVF1",0.0642857142857143,0.00156247338685519
"IGHVF1",0.0636042402826855,0.00155746385371362
"IGHVF1",0.0809859154929577,0.00155696290039946
"IGHVF1",0.087719298245614,0.00155295527388621
"IGHVF1",0.0531914893617021,0.00155145241394374
"IGHVF1",0.0804195804195804,0.00155145241394374
"IGHVF1",0.0676156583629893,0.00154744478743048
"IGHVF1",0.0719424460431655,0.00154544097417385
"IGHVF1",0.073943661971831,0.00154443906754554
"IGHVF1",0.0889679715302491,0.00153391904794825
"IGHVF1",0.0569395017793594,0.00152590379492174
"IGHVF1",0.0683453237410072,0.00152540284160758
"IGHVF1",0.0604982206405694,0.00152389998166511
"IGHVF1",0.0607142857142857,0.0015228980750368
"IGHVF1",0.0631578947368421,0.00152089426178017
"IGHVF1",0.0600706713780919,0.00151738758858107
"IGHVF1",0.0821428571428571,0.00151137614881119
"IGHVF1",0.056140350877193,0.00150135708252805
"IGHVF1",0.0681003584229391,0.00149785040932895
"IGHVF1",0.0699300699300699,0.00149334182950154
"IGHVF1",0.0530035335689046,0.00149083706293076
"IGHVF1",0.0755395683453237,0.0014903361096166
"IGHVF1",0.0788530465949821,0.00148833229635997
"IGHVF1",0.0928571428571429,0.00148833229635997
"IGHVF1",0.0528169014084507,0.00148632848310335
"IGHVF1",0.0824372759856631,0.00147580846350605
"IGHVF1",0.0886524822695035,0.00146929607042201
"IGHVF1",0.0664335664335664,0.00146729225716539
"IGHVF1",0.0492957746478873,0.00146328463065213
"IGHVF1",0.0899280575539568,0.00146178177070966
"IGHVF1",0.0918727915194346,0.00145927700413888
"IGHVF1",0.0533807829181495,0.00145877605082472
"IGHVF1",0.079136690647482,0.00145627128425394
"IGHVF1",0.0454545454545455,0.00145126175111237
"IGHVF1",0.0921985815602837,0.00145025984448405
"IGHVF1",0.0880281690140845,0.00144825603122743
"IGHVF1",0.08,0.0014427455447717
"IGHVF1",0.0734265734265734,0.00144174363814339
"IGHVF1",0.0594405594405594,0.00144074173151507
"IGHVF1",0.0565371024734982,0.00143973982488676
"IGHVF1",0.0954063604240283,0.00143973982488676
"IGHVF1",0.049645390070922,0.0014392388715726
"IGHVF1",0.0925266903914591,0.00143773601163013
"IGHVF1",0.0912280701754386,0.00142621408540452
"IGHVF1",0.0896057347670251,0.00142120455226296
"IGHVF1",0.049469964664311,0.00141619501912139
"IGHVF1",0.0609318996415771,0.00141469215917892
"IGHVF1",0.0722021660649819,0.00141419120586476
"IGHVF1",0.0860215053763441,0.00141268834592229
"IGHVF1",0.0629370629370629,0.00141218739260813
"IGHVF1",0.0724137931034483,0.00140717785946656
"IGHVF1",0.0827338129496403,0.00140717785946656
"IGHVF1",0.0950704225352113,0.00140617595283825
"IGHVF1",0.0487804878048781,0.00140066546638253
"IGHVF1",0.0573476702508961,0.00139665783986927
"IGHVF1",0.0863309352517986,0.00138864258684276
"IGHVF1",0.096085409252669,0.00138713972690029
"IGHVF1",0.0931899641577061,0.00138463496032951
"IGHVF1",0.0967741935483871,0.00138313210038704
"IGHVF1",0.0491228070175439,0.00137712066061715
"IGHVF1",0.0592334494773519,0.00137611875398884
"IGHVF1",0.105263157894737,0.0013731130341039
"IGHVF1",0.0476190476190476,0.00137211112747559
"IGHVF1",0.0649819494584837,0.00137161017416143
"IGHVF1",0.0459363957597173,0.00136910540759065
"IGHVF1",0.0731707317073171,0.00135808443467919
"IGHVF1",0.0498220640569395,0.00135357585485178
"IGHVF1",0.072463768115942,0.00135006918165269
"IGHVF1",0.075812274368231,0.00134505964851112
"IGHVF1",0.0559440559440559,0.00133403867559967
"IGHVF1",0.0985915492957746,0.00132502151594484
"IGHVF1",0.0982456140350877,0.00132251674937406
"IGHVF1",0.0575539568345324,0.00131600435629002
"IGHVF1",0.0662020905923345,0.00131500244966171
"IGHVF1",0.0957446808510638,0.00131049386983429
"IGHVF1",0.0794223826714801,0.00130849005657767
"IGHVF1",0.0685920577617329,0.00130598529000688
"IGHVF1",0.0484429065743945,0.00130448243006441
"IGHVF1",0.0696864111498258,0.00129947289692284
"IGHVF1",0.0947368421052632,0.00129596622372375
"IGHVF1",0.0964285714285714,0.00129546527040959
"IGHVF1",0.0627177700348432,0.00129296050383881
"IGHVF1",0.0935251798561151,0.00129245955052465
"IGHVF1",0.0652173913043478,0.00128745001738308
"IGHVF1",0.0989399293286219,0.00128544620412645
"IGHVF1",0.0938628158844765,0.00128344239086983
"IGHVF1",0.048951048951049,0.00128193953092735
"IGHVF1",0.0689655172413793,0.00127692999778579
"IGHVF1",0.0457746478873239,0.00127542713784332
"IGHVF1",0.100358422939068,0.00127542713784332
"IGHVF1",0.0915492957746479,0.00127492618452916
"IGHVF1",0.0557491289198606,0.00126240235167524
"IGHVF1",0.0537634408602151,0.00126039853841861
"IGHVF1",0.0422535211267606,0.00125989758510445
"IGHVF1",0.0460992907801418,0.00125689186521951
"IGHVF1",0.0874125874125874,0.001248876612193
"IGHVF1",0.0766550522648084,0.00124837565887885
"IGHVF1",0.0456140350877193,0.00124737375225053
"IGHVF1",0.0522648083623693,0.00124336612573728
"IGHVF1",0.0839160839160839,0.00123885754590987
"IGHVF1",0.0428571428571429,0.00123785563928155
"IGHVF1",0.0462633451957295,0.00123635277933908
"IGHVF1",0.0524475524475524,0.00123184419951167
"IGHVF1",0.099644128113879,0.00123134324619751
"IGHVF1",0.0539568345323741,0.00122984038625504
"IGHVF1",0.0952380952380952,0.00122833752631257
"IGHVF1",0.0971223021582734,0.0012268346663701
"IGHVF1",0.0424028268551237,0.00122483085311347
"IGHVF1",0.0586206896551724,0.00122232608654269
"IGHVF1",0.0613718411552347,0.00121431083351618
"IGHVF1",0.03886925795053,0.00120930130037461
"IGHVF1",0.0425531914893617,0.00120880034706046
"IGHVF1",0.0615942028985507,0.00120729748711799
"IGHVF1",0.0866425992779783,0.00120679653380383
"IGHVF1",0.0434782608695652,0.0012047927205472
"IGHVF1",0.099290780141844,0.00120429176723304
"IGHVF1",0.0577617328519856,0.00120328986060473
"IGHVF1",0.0795847750865052,0.00119878128077732
