"v_family","prop"
"IGHVF1",0.411399929281312
"IGHVF2",0.411399929281312
"IGHVF3",0.0364386128385024
"IGHVF4",0.0132842176541279
"IGHVF5",0.210282512915938
"IGHVF6",0.0301184468031607
"IGHVF7",0.011221253792356
"IGHVF8",0.288766033320838
