"d_family","prop"
"IGHD1",0.131679588321974
"IGHD2",0.174224047247508
"IGHD3",0.334892059053775
"IGHD4",0.0690681532740672
"IGHD5",0.0828946473204871
"IGHD6",0.15518034158699
"IGHD7",0.012197313921403
